high,medium,low,listing_id
0.0674,0.2696,0.663,6921825
0.2864,0.3778,0.3358,6818377
0.0366,0.1476,0.8158,6842063
0.009,0.6122,0.3788,6925338
0.0096,0.0576,0.9328,6943178
0.1426,0.3808,0.4766,7101417
0.0352,0.2274,0.7374,6924325
0.0064,0.0112,0.9824,6836546
0.0198,0.5688,0.4114,6816615
0.0006,0.022,0.9774,6835950
0.0424,0.2298,0.7278,6832227
0.044,0.2024,0.7536,6833203
0.0308,0.1678,0.8014,6851375
0.128,0.4444,0.4276,6881636
0.0214,0.196,0.7826,6872722
0.0112,0.0326,0.9562,6936950
0.072,0.5276,0.4004,6948107
0.0202,0.1948,0.785,6933419
0.0134,0.1018,0.8848,6946935
0.3566,0.3974,0.246,6933915
0.003,0.0168,0.9802,7234320
0.0258,0.1128,0.8614,6856573
0.0248,0.3314,0.6438,6838945
0.008,0.0836,0.9084,6939459
0.1512,0.4584,0.3904,6842511
0.057,0.2272,0.7158,6876323
0.0158,0.0748,0.9094,6828057
0.0812,0.2308,0.688,7146734
0.058,0.387,0.555,6935830
0.0312,0.212,0.7568,6872219
0.2574,0.4146,0.328,6850584
0.0344,0.2088,0.7568,6868847
0.0092,0.079,0.9118,7164247
0.0142,0.1464,0.8394,6907889
0.105,0.3856,0.5094,6883615
0.1112,0.2978,0.591,6832316
0.002,0.005,0.993,6835329
0.0316,0.1914,0.777,6861817
0.0514,0.2422,0.7064,6873620
0.0036,0.0536,0.9428,6928764
0.0022,0.0254,0.9724,7095384
0.0342,0.1694,0.7964,6847569
0.0808,0.1374,0.7818,6930407
0.0138,0.045,0.9412,6852262
0.096,0.3622,0.5418,6906213
0.0052,0.0554,0.9394,6832158
0.0078,0.0332,0.959,6890718
0.0084,0.026,0.9656,6878001
0.1832,0.331,0.4858,6812946
0.0412,0.2562,0.7026,7137818
0.0074,0.0458,0.9468,6902189
0.0088,0.092,0.8992,6914292
0.008,0.062,0.93,6895210
0.0604,0.3328,0.6068,6925493
0.0554,0.4978,0.4468,6942311
0.0232,0.1912,0.7856,7211100
0.0876,0.3634,0.549,6895208
0.0048,0.0252,0.97,6914759
0.0016,0.0318,0.9666,6928525
0.0782,0.3302,0.5916,6931623
0.0722,0.281,0.6468,6933867
0.1236,0.3082,0.5682,6874147
0.6172,0.2396,0.1432,7200826
0.135,0.3004,0.5646,6887988
0.0336,0.1854,0.781,6850780
0.2784,0.393,0.3286,6939132
0.0134,0.1122,0.8744,6936392
0.1308,0.2648,0.6044,6836372
0.0498,0.2034,0.7468,6870501
0.0686,0.2722,0.6592,7090058
0.1828,0.2906,0.5266,7205877
0.0492,0.3236,0.6272,6864537
0.4072,0.2292,0.3636,6844657
0.032,0.1348,0.8332,7152069
0.1906,0.6314,0.178,6913421
0.1892,0.37,0.4408,6848155
0.0108,0.0586,0.9306,6835920
0.1402,0.485,0.3748,6941766
0.0166,0.0404,0.943,6888487
0.1106,0.6272,0.2622,6877103
0.0568,0.5464,0.3968,6922346
0.2632,0.3622,0.3746,6841012
0.0582,0.2672,0.6746,6947116
0.1162,0.5052,0.3786,6870406
0.1102,0.4344,0.4554,6924329
0.0002,0.0024,0.9974,6883072
0.0826,0.3684,0.549,6824223
0.0958,0.366,0.5382,6945917
0.0132,0.2034,0.7834,6895164
0.1628,0.4124,0.4248,6929824
0.0036,0.0258,0.9706,7148949
0.2586,0.2776,0.4638,6880535
0.0368,0.4256,0.5376,6830960
0.3636,0.3306,0.3058,6889553
0.2116,0.4002,0.3882,6823073
0.1264,0.4548,0.4188,6902158
0.2594,0.4572,0.2834,6875417
0.1344,0.3598,0.5058,6830225
0.0206,0.1706,0.8088,6935935
0.0052,0.0122,0.9826,6911600
0.25,0.5032,0.2468,6889404
0.0202,0.846,0.1338,6919683
0.0026,0.025,0.9724,7207474
0.0184,0.3062,0.6754,6923211
0.0316,0.37,0.5984,6896020
0.0264,0.148,0.8256,6875369
0.0062,0.2042,0.7896,6938892
0.0004,0.0098,0.9898,6828004
0.2164,0.4322,0.3514,6916745
0.01,0.407,0.583,6866988
0.296,0.581,0.123,6843382
0.0916,0.5806,0.3278,6888902
0.0044,0.0466,0.949,7102191
0.0704,0.2894,0.6402,6912180
0.0134,0.1802,0.8064,6925409
0.086,0.2822,0.6318,6894381
0.0132,0.1864,0.8004,6870520
0.0122,0.0966,0.8912,6908687
0.167,0.4368,0.3962,6935949
0.0826,0.3438,0.5736,6922315
0.0092,0.062,0.9288,6862213
0.0202,0.0688,0.911,6836506
0.0018,0.0178,0.9804,6875232
0.0054,0.1544,0.8402,6938739
0.0354,0.161,0.8036,6863720
0.0,0.4542,0.5458,6910383
0.0238,0.1266,0.8496,6941686
0.0564,0.2284,0.7152,6815009
0.0254,0.1488,0.8258,6911860
0.0134,0.1026,0.884,6909662
0.1572,0.579,0.2638,6882803
0.0042,0.032,0.9638,7124445
0.0182,0.102,0.8798,6823731
0.0072,0.0426,0.9502,6870096
0.0054,0.0532,0.9414,6822839
0.0334,0.2234,0.7432,6824756
0.0212,0.2016,0.7772,6929912
0.0944,0.3468,0.5588,7124889
0.0524,0.2422,0.7054,6842978
0.0364,0.2628,0.7008,6833481
0.0,0.0054,0.9946,6836571
0.0096,0.0534,0.937,6865841
0.0096,0.0584,0.932,6913073
0.1304,0.3308,0.5388,6905935
0.027,0.1448,0.8282,6910373
0.475,0.2484,0.2766,6838840
0.0178,0.0946,0.8876,6842304
0.0456,0.2486,0.7058,6868919
0.0358,0.1894,0.7748,6942469
0.008,0.0424,0.9496,6925012
0.0298,0.3662,0.604,7209382
0.0206,0.0844,0.895,6864587
0.0516,0.24,0.7084,6938232
0.0202,0.1334,0.8464,6831381
0.0322,0.2586,0.7092,6932278
0.0104,0.0516,0.938,6946696
0.1222,0.3152,0.5626,6913791
0.059,0.2668,0.6742,6907301
0.0162,0.1176,0.8662,7172036
0.0058,0.0462,0.948,6861188
0.0656,0.2862,0.6482,6815041
0.0406,0.2564,0.703,6867954
0.2254,0.4508,0.3238,6875540
0.0162,0.0938,0.89,7166818
0.0366,0.284,0.6794,6921597
0.0688,0.195,0.7362,6945861
0.1378,0.4044,0.4578,6936851
0.1256,0.412,0.4624,6903039
0.02,0.3456,0.6344,6816766
0.0656,0.583,0.3514,6844873
0.1192,0.5626,0.3182,6910230
0.0048,0.0302,0.965,6894888
0.006,0.028,0.966,6821697
0.005,0.0572,0.9378,7203091
0.025,0.5066,0.4684,6816742
0.1494,0.515,0.3356,6857378
0.0506,0.3018,0.6476,6918430
0.0232,0.1318,0.845,6849576
0.0676,0.1326,0.7998,6838420
0.0438,0.159,0.7972,6850219
0.047,0.2634,0.6896,7177188
0.0016,0.0068,0.9916,6903610
0.0224,0.1988,0.7788,7234068
0.0014,0.0052,0.9934,6914023
0.0874,0.1866,0.726,6839120
0.0642,0.2894,0.6464,6894162
0.144,0.5574,0.2986,6876171
0.141,0.305,0.554,6880774
0.087,0.3418,0.5712,7233428
0.0356,0.0826,0.8818,6878621
0.02,0.153,0.827,6828066
0.0622,0.356,0.5818,6932671
0.047,0.1652,0.7878,6926894
0.0016,0.071,0.9274,6870398
0.0228,0.1542,0.823,6838251
0.0788,0.2762,0.645,6887306
0.003,0.0224,0.9746,6873772
0.0548,0.3332,0.612,6929294
0.4714,0.2564,0.2722,6891321
0.0344,0.2026,0.763,6852863
0.0112,0.212,0.7768,6820357
0.0082,0.1218,0.87,6887780
0.3142,0.3384,0.3474,6905218
0.1452,0.4878,0.367,6919221
0.0056,0.0902,0.9042,7112530
0.0414,0.2854,0.6732,6853815
0.0774,0.3074,0.6152,6837564
0.045,0.5186,0.4364,6938219
0.155,0.461,0.384,6927890
0.0296,0.0976,0.8728,6930642
0.0114,0.0818,0.9068,6912695
0.0146,0.3152,0.6702,6901584
0.0574,0.2298,0.7128,6840612
0.1204,0.6052,0.2744,6852825
0.054,0.295,0.651,6867281
0.0246,0.0806,0.8948,6827837
0.3344,0.474,0.1916,7211073
0.0392,0.1972,0.7636,6861952
0.038,0.2884,0.6736,6815068
0.193,0.3056,0.5014,6854185
0.0306,0.2564,0.713,6933908
0.0364,0.1494,0.8142,6919006
0.0022,0.0272,0.9706,7206942
0.0046,0.0364,0.959,6934463
0.0022,0.0284,0.9694,6897690
0.0852,0.6082,0.3066,6893453
0.0836,0.2976,0.6188,6863114
0.0788,0.5438,0.3774,6872363
0.1382,0.2918,0.57,6836924
0.1244,0.3454,0.5302,6882888
0.0772,0.1244,0.7984,6899822
0.007,0.0272,0.9658,6843629
0.0136,0.1578,0.8286,7230006
0.0118,0.083,0.9052,6818780
0.1082,0.248,0.6438,6833098
0.433,0.3202,0.2468,6848152
0.1268,0.2556,0.6176,6878766
0.017,0.0366,0.9464,6897624
0.0128,0.1392,0.848,6902935
0.0734,0.243,0.6836,7233965
0.304,0.4718,0.2242,6834148
0.0006,0.002,0.9974,6888396
0.0722,0.2326,0.6952,6836777
0.0324,0.1822,0.7854,6937470
0.0022,0.0104,0.9874,6863246
0.1176,0.616,0.2664,6867655
0.5176,0.3022,0.1802,6931852
0.0392,0.1384,0.8224,6898122
0.0196,0.103,0.8774,6888893
0.0256,0.152,0.8224,6876384
0.0164,0.0904,0.8932,6991688
0.0542,0.2094,0.7364,7232366
0.0484,0.2622,0.6894,6849609
0.124,0.4222,0.4538,6889108
0.006,0.0284,0.9656,6885744
0.016,0.0884,0.8956,6911266
0.4302,0.3368,0.233,6887776
0.1014,0.3168,0.5818,6918764
0.0886,0.21,0.7014,6865217
0.0016,0.0258,0.9726,6854925
0.0294,0.2114,0.7592,6939864
0.0188,0.075,0.9062,6911491
0.02,0.1668,0.8132,6839071
0.0114,0.1576,0.831,6872485
0.0188,0.2154,0.7658,7162448
0.0194,0.091,0.8896,6833331
0.0686,0.3298,0.6016,6932104
0.003,0.0196,0.9774,6921066
0.0034,0.0242,0.9724,6939252
0.0382,0.293,0.6688,6818703
0.023,0.1784,0.7986,6935654
0.0322,0.1376,0.8302,6830918
0.0354,0.1942,0.7704,7159127
0.066,0.35,0.584,6913888
0.0432,0.1908,0.766,6823648
0.072,0.3054,0.6226,6942069
0.0144,0.0478,0.9378,6817315
0.0982,0.3104,0.5914,6841314
0.0374,0.1634,0.7992,6889264
0.0154,0.085,0.8996,6836948
0.1084,0.383,0.5086,6825813
0.1408,0.3538,0.5054,6850481
0.1216,0.4604,0.418,6849838
0.4164,0.3422,0.2414,7204911
0.0016,0.0396,0.9588,6854373
0.0006,0.6242,0.3752,6945211
0.0008,0.0126,0.9866,6881016
0.0364,0.1738,0.7898,7394954
0.0146,0.0554,0.93,6900506
0.0046,0.071,0.9244,6892113
0.0142,0.1738,0.812,7188321
0.0224,0.189,0.7886,6933205
0.0868,0.1804,0.7328,6839998
0.1578,0.3966,0.4456,6844204
0.019,0.0718,0.9092,6947472
0.0792,0.2706,0.6502,6907912
0.3362,0.3958,0.268,6891110
0.0118,0.0768,0.9114,6832732
0.0204,0.066,0.9136,7121555
0.0184,0.1524,0.8292,6858367
0.0006,0.0066,0.9928,6909345
0.0436,0.1866,0.7698,7351986
0.1102,0.4686,0.4212,6886461
0.0434,0.165,0.7916,6845507
0.0186,0.1768,0.8046,6900096
0.0084,0.0632,0.9284,6876630
0.3068,0.3936,0.2996,6883591
0.1046,0.2666,0.6288,6912621
0.049,0.196,0.755,6943282
0.023,0.2898,0.6872,6849936
0.0716,0.5688,0.3596,6930231
0.0338,0.1192,0.847,6905460
0.0752,0.2148,0.71,6882964
0.0954,0.2888,0.6158,6876908
0.0062,0.0358,0.958,7094623
0.3556,0.444,0.2004,6916101
0.046,0.755,0.199,6878726
0.0106,0.1276,0.8618,6901941
0.1522,0.3826,0.4652,6826186
0.0814,0.1512,0.7674,6929225
0.0562,0.2488,0.695,6937115
0.0346,0.1636,0.8018,7195088
0.1032,0.3246,0.5722,6913528
0.1004,0.2732,0.6264,6942161
0.007,0.0722,0.9208,6942651
0.0676,0.2244,0.708,6888281
0.014,0.0948,0.8912,6816210
0.0058,0.0584,0.9358,6824419
0.192,0.5146,0.2934,6882918
0.0418,0.3628,0.5954,7110436
0.3914,0.3394,0.2692,7206218
0.066,0.7478,0.1862,6912919
0.126,0.359,0.515,6947927
0.0508,0.281,0.6682,6824281
0.0306,0.1014,0.868,6842080
0.0464,0.209,0.7446,6860453
0.1026,0.3386,0.5588,6852871
0.0146,0.0616,0.9238,7220190
0.0172,0.2398,0.743,6868899
0.0004,0.0116,0.988,6929687
0.6016,0.242,0.1564,6920670
0.0364,0.3182,0.6454,6910941
0.087,0.3348,0.5782,6873228
0.0784,0.3486,0.573,7215056
0.0552,0.2338,0.711,6825428
0.3414,0.353,0.3056,6859171
0.0034,0.0198,0.9768,6894807
0.0088,0.1854,0.8058,6859161
0.0164,0.0492,0.9344,6888359
0.073,0.204,0.723,6894458
0.0146,0.141,0.8444,6877017
0.047,0.2742,0.6788,6887591
0.6198,0.301,0.0792,6873554
0.0592,0.3418,0.599,6921523
0.139,0.2974,0.5636,6907383
0.0104,0.0542,0.9354,6920493
0.0476,0.5396,0.4128,6826346
0.0312,0.1926,0.7762,6870842
0.0952,0.387,0.5178,6905950
0.0908,0.2002,0.709,6823530
0.0322,0.1042,0.8636,6892224
0.1224,0.339,0.5386,6933567
0.182,0.3922,0.4258,6904204
0.0182,0.5528,0.429,7232009
0.0112,0.079,0.9098,6839131
0.0008,0.0084,0.9908,6856096
0.0964,0.2808,0.6228,6856940
0.0052,0.0556,0.9392,6885233
0.001,0.0146,0.9844,6847630
0.1104,0.2458,0.6438,6870078
0.0332,0.1512,0.8156,7209836
0.0476,0.195,0.7574,6918125
0.0932,0.429,0.4778,6883117
0.5428,0.0612,0.396,6850782
0.0382,0.261,0.7008,6898702
0.001,0.0068,0.9922,6944828
0.0752,0.3134,0.6114,6828613
0.0754,0.3338,0.5908,6895917
0.023,0.135,0.842,6843892
0.0302,0.2182,0.7516,6837091
0.012,0.0348,0.9532,6890113
0.1086,0.3436,0.5478,6875815
0.1508,0.635,0.2142,7093399
0.107,0.4984,0.3946,6818135
0.2,0.389,0.411,6897091
0.0724,0.3828,0.5448,6937559
0.011,0.1128,0.8762,6863904
0.1258,0.3522,0.522,6895651
0.1346,0.4154,0.45,6853666
0.0118,0.1214,0.8668,6932907
0.0068,0.0516,0.9416,6913609
0.1334,0.3644,0.5022,7222217
0.0106,0.042,0.9474,6831661
0.008,0.0398,0.9522,6885718
0.174,0.2972,0.5288,6911908
0.011,0.1086,0.8804,6922218
0.0014,0.02,0.9786,6940098
0.004,0.2294,0.7666,7154051
0.035,0.441,0.524,6902765
0.0276,0.4136,0.5588,6887682
0.178,0.281,0.541,6884674
0.0548,0.3666,0.5786,6899567
0.1256,0.6894,0.185,6915117
0.1004,0.2934,0.6062,6883211
0.0232,0.1286,0.8482,7225670
0.0264,0.1692,0.8044,6929335
0.0804,0.2564,0.6632,6826398
0.0002,0.0234,0.9764,6907194
0.1618,0.337,0.5012,6876871
0.0776,0.401,0.5214,6896308
0.0278,0.1678,0.8044,6935486
0.0364,0.641,0.3226,6948301
0.0508,0.206,0.7432,6932820
0.0572,0.246,0.6968,6813694
0.0256,0.49,0.4844,6859926
0.0218,0.215,0.7632,6910892
0.0476,0.541,0.4114,6938083
0.3744,0.4242,0.2014,6882968
0.0058,0.0248,0.9694,6857981
0.0244,0.2326,0.743,6813140
0.0416,0.2782,0.6802,6912943
0.0198,0.1204,0.8598,6830899
0.0144,0.1324,0.8532,6911362
0.0036,0.016,0.9804,7196470
0.5798,0.2406,0.1796,6907827
0.0132,0.059,0.9278,6911111
0.0286,0.118,0.8534,6819429
0.0176,0.058,0.9244,6827306
0.0076,0.0692,0.9232,6865981
0.0488,0.1768,0.7744,7180103
0.0882,0.3172,0.5946,6905784
0.0098,0.0438,0.9464,6939642
0.032,0.2006,0.7674,6911518
0.0116,0.0584,0.93,6849729
0.117,0.497,0.386,6920799
0.0186,0.1064,0.875,6877237
0.0092,0.2372,0.7536,6864276
0.175,0.2262,0.5988,6829123
0.0238,0.1194,0.8568,6888933
0.0818,0.3234,0.5948,6887270
0.0296,0.1582,0.8122,6868052
0.0652,0.2234,0.7114,7232103
0.0326,0.3126,0.6548,6935539
0.1786,0.4848,0.3366,6820601
0.0998,0.2982,0.602,6866129
0.01,0.0338,0.9562,6841483
0.0174,0.048,0.9346,6915855
0.0236,0.1292,0.8472,6895515
0.0008,0.0084,0.9908,7161375
0.0482,0.3506,0.6012,6941646
0.0438,0.3166,0.6396,6850117
0.1044,0.2394,0.6562,6814883
0.0724,0.16,0.7676,6843707
0.1642,0.378,0.4578,6862908
0.0056,0.0424,0.952,6940675
0.0576,0.5012,0.4412,6907702
0.2164,0.4018,0.3818,6881825
0.6618,0.2476,0.0906,6887466
0.0462,0.1628,0.791,6816599
0.0696,0.342,0.5884,6857345
0.0078,0.055,0.9372,6862305
0.0532,0.2552,0.6916,6902373
0.0376,0.202,0.7604,6971916
0.5392,0.2422,0.2186,6878615
0.386,0.352,0.262,7167061
0.0364,0.0878,0.8758,6830404
0.007,0.0462,0.9468,6906254
0.104,0.2144,0.6816,6946624
0.0838,0.2512,0.665,6914017
0.0064,0.0484,0.9452,6857413
0.0268,0.2046,0.7686,6848025
0.112,0.2686,0.6194,6942186
0.0452,0.427,0.5278,6813522
0.099,0.3006,0.6004,6933975
0.2864,0.3684,0.3452,6938007
0.0278,0.172,0.8002,6892137
0.011,0.1548,0.8342,6926843
0.0522,0.2228,0.725,6902501
0.0896,0.3936,0.5168,6826439
0.0516,0.3008,0.6476,7116439
0.0144,0.1272,0.8584,6818980
0.153,0.1154,0.7316,6869735
0.1462,0.297,0.5568,6815448
0.002,0.0256,0.9724,6919804
0.0044,0.0394,0.9562,6898189
0.1582,0.47,0.3718,6887102
0.0784,0.3868,0.5348,7110185
0.0578,0.163,0.7792,6812106
0.028,0.2842,0.6878,6862417
0.0062,0.0264,0.9674,6946230
0.0326,0.046,0.9214,6939438
0.0628,0.3528,0.5844,6888806
0.0348,0.1896,0.7756,6829188
0.0026,0.0492,0.9482,6914252
0.0056,0.0842,0.9102,6931846
0.021,0.1386,0.8404,6902097
0.332,0.4912,0.1768,7178449
0.0854,0.2086,0.706,6948297
0.033,0.1126,0.8544,6833963
0.0848,0.3434,0.5718,6932596
0.0202,0.188,0.7918,6922457
0.17,0.1314,0.6986,6928878
0.0044,0.0284,0.9672,6813937
0.0038,0.0496,0.9466,7197816
0.0338,0.1916,0.7746,6834498
0.0234,0.1238,0.8528,6856113
0.0416,0.1832,0.7752,6838533
0.1324,0.2736,0.594,6891151
0.1594,0.306,0.5346,7134020
0.252,0.3212,0.4268,6816674
0.0334,0.138,0.8286,6923157
0.138,0.4342,0.4278,6847762
0.058,0.2298,0.7122,6938016
0.0032,0.0138,0.983,6869637
0.0584,0.3496,0.592,6816158
0.1708,0.5822,0.247,6897331
0.1716,0.5522,0.2762,7121433
0.0216,0.1792,0.7992,6828365
0.0008,0.0044,0.9948,6828072
0.0004,0.0142,0.9854,6874893
0.0248,0.5322,0.443,6905090
0.3234,0.3888,0.2878,6929778
0.0328,0.0834,0.8838,6863930
0.0368,0.1444,0.8188,6835262
0.2206,0.3928,0.3866,6845533
0.0642,0.2752,0.6606,7232258
0.003,0.0196,0.9774,6903564
0.0486,0.2234,0.728,6815857
0.0102,0.056,0.9338,6869839
0.018,0.1602,0.8218,6924537
0.0126,0.1102,0.8772,6826719
0.0036,0.0224,0.974,6885360
0.0234,0.101,0.8756,7232756
0.0446,0.2594,0.696,7105045
0.0446,0.2222,0.7332,6823443
0.0204,0.165,0.8146,6890399
0.0532,0.2278,0.719,6853756
0.0598,0.1934,0.7468,6897356
0.042,0.1552,0.8028,6910024
0.109,0.2728,0.6182,6934083
0.0054,0.0352,0.9594,6899030
0.047,0.1878,0.7652,6838373
0.048,0.528,0.424,6871949
0.0468,0.2256,0.7276,6841931
0.0242,0.1276,0.8482,6842346
0.0206,0.0924,0.887,6815240
0.0628,0.3844,0.5528,6931600
0.0922,0.3012,0.6066,6831736
0.0128,0.0536,0.9336,6941720
0.1988,0.354,0.4472,7125342
0.0012,0.02,0.9788,6914528
0.0988,0.2938,0.6074,6837060
0.0048,0.0272,0.968,6871858
0.0006,0.011,0.9884,6846141
0.2226,0.4084,0.369,6861777
0.1696,0.1678,0.6626,6836524
0.0248,0.1564,0.8188,7227878
0.0222,0.2112,0.7666,6864658
0.0242,0.1302,0.8456,6821532
0.019,0.2076,0.7734,6813373
0.0114,0.081,0.9076,6829897
0.001,0.0068,0.9922,6941401
0.0032,0.0406,0.9562,6940094
0.0868,0.3648,0.5484,6937655
0.048,0.6434,0.3086,6851727
0.0258,0.2122,0.762,6899862
0.2126,0.6482,0.1392,6869195
0.0022,0.0102,0.9876,6914093
0.0016,0.011,0.9874,6898179
0.038,0.207,0.755,6946516
0.0242,0.0886,0.8872,6884936
0.1314,0.2838,0.5848,6946743
0.0944,0.471,0.4346,6840426
0.08,0.029,0.891,6934131
0.0062,0.0338,0.96,6890070
0.1412,0.3876,0.4712,6865961
0.0684,0.2676,0.664,6880002
0.202,0.3704,0.4276,6888994
0.171,0.4012,0.4278,7123784
0.0462,0.5278,0.426,6840315
0.0572,0.4972,0.4456,6941037
0.214,0.1312,0.6548,6860190
0.1526,0.3122,0.5352,6897099
0.0024,0.0108,0.9868,6828727
0.1136,0.292,0.5944,6918714
0.087,0.383,0.53,6918158
0.1272,0.3994,0.4734,6866643
0.236,0.3104,0.4536,6822463
0.2404,0.3694,0.3902,6816278
0.3056,0.353,0.3414,6907005
0.0796,0.3642,0.5562,6814444
0.0042,0.0568,0.939,7220725
0.0004,0.0054,0.9942,6925684
0.0118,0.0402,0.948,6853091
0.0192,0.1096,0.8712,6906717
0.0168,0.0566,0.9266,6828183
0.0418,0.342,0.6162,6837551
0.0306,0.149,0.8204,6926646
0.042,0.6968,0.2612,7126201
0.023,0.1376,0.8394,6838743
0.2122,0.3548,0.433,6878648
0.0952,0.397,0.5078,6843458
0.0532,0.2412,0.7056,6820262
0.0024,0.0162,0.9814,7138523
0.0196,0.1694,0.811,6941002
0.0094,0.063,0.9276,6878225
0.1368,0.396,0.4672,6839048
0.0572,0.1652,0.7776,6943295
0.0026,0.022,0.9754,6850788
0.0986,0.2806,0.6208,7151199
0.1368,0.4776,0.3856,6901101
0.008,0.0764,0.9156,6834838
0.0056,0.0506,0.9438,6914279
0.3776,0.363,0.2594,6948504
0.1186,0.4244,0.457,6837379
0.0184,0.1524,0.8292,6858750
0.0174,0.0306,0.952,7221809
0.1768,0.5268,0.2964,6854506
0.0256,0.1578,0.8166,6870526
0.0846,0.3146,0.6008,6948059
0.0344,0.1784,0.7872,6820694
0.0382,0.22,0.7418,7188433
0.044,0.2842,0.6718,6859648
0.0022,0.0288,0.969,6946153
0.1416,0.3346,0.5238,6888173
0.3108,0.3824,0.3068,6834381
0.0686,0.4536,0.4778,6946714
0.0772,0.348,0.5748,6884478
0.124,0.425,0.451,6874578
0.267,0.1568,0.5762,6902632
0.0534,0.223,0.7236,7092159
0.0304,0.212,0.7576,6857322
0.006,0.0364,0.9576,6853477
0.002,0.005,0.993,6846309
0.6982,0.1436,0.1582,6839755
0.0032,0.023,0.9738,6881074
0.0084,0.0526,0.939,6857790
0.2544,0.4006,0.345,7134984
0.0002,0.0026,0.9972,6836650
0.0966,0.5976,0.3058,6821489
0.047,0.141,0.812,6943347
0.069,0.213,0.718,6925220
0.2816,0.301,0.4174,6840230
0.0044,0.0314,0.9642,7179649
0.061,0.2646,0.6744,6902808
0.0942,0.291,0.6148,6943786
0.0218,0.0786,0.8996,6881177
0.0028,0.0036,0.9936,6909413
0.332,0.3866,0.2814,6825370
0.0118,0.0426,0.9456,6827709
0.2478,0.3886,0.3636,7181925
0.0588,0.3066,0.6346,6912076
0.0006,0.0194,0.98,6940504
0.0424,0.2106,0.747,6907887
0.0034,0.0378,0.9588,6812436
0.201,0.1588,0.6402,6841506
0.0178,0.063,0.9192,7117283
0.0276,0.1896,0.7828,6862266
0.085,0.1672,0.7478,6913105
0.065,0.3922,0.5428,6842213
0.0194,0.1682,0.8124,6838851
0.0044,0.0178,0.9778,6853561
0.025,0.0876,0.8874,7111709
0.0394,0.1658,0.7948,6909421
0.0304,0.0586,0.911,6869258
0.0624,0.1636,0.774,6868766
0.077,0.1664,0.7566,6894678
0.0948,0.2942,0.611,6856080
0.006,0.023,0.971,6866686
0.0184,0.229,0.7526,6876774
0.1248,0.3804,0.4948,6919970
0.0066,0.1246,0.8688,6908303
0.0058,0.0464,0.9478,6839381
0.0454,0.3386,0.616,6829456
0.0154,0.1316,0.853,6824822
0.0006,0.0056,0.9938,7174751
0.6874,0.1504,0.1622,6915545
0.053,0.3304,0.6166,6893949
0.005,0.0674,0.9276,6918431
0.4416,0.329,0.2294,6913625
0.0114,0.0792,0.9094,6847577
0.0796,0.38,0.5404,7195941
0.002,0.0136,0.9844,6924181
0.0142,0.0402,0.9456,6846086
0.0154,0.1004,0.8842,6896898
0.5362,0.2696,0.1942,6908855
0.0796,0.4178,0.5026,6937554
0.0568,0.335,0.6082,6839081
0.0114,0.0988,0.8898,6862168
0.0234,0.4222,0.5544,6863880
0.0004,0.0076,0.992,7166420
0.0468,0.182,0.7712,6876447
0.1108,0.2642,0.625,6834266
0.2626,0.2928,0.4446,6834365
0.0136,0.1422,0.8442,6842406
0.01,0.0564,0.9336,6871040
0.002,0.0106,0.9874,6862955
0.001,0.02,0.979,6909881
0.0078,0.03,0.9622,7114437
0.0786,0.41,0.5114,6932918
0.1994,0.388,0.4126,6825688
0.0044,0.0418,0.9538,6942702
0.0104,0.0584,0.9312,6817547
0.0334,0.079,0.8876,6891497
0.0274,0.16,0.8126,6918002
0.0014,0.0126,0.986,6909452
0.0006,0.0022,0.9972,6914055
0.1466,0.3042,0.5492,6840283
0.0126,0.1068,0.8806,7229595
0.0002,0.002,0.9978,6934963
0.0096,0.1048,0.8856,6839817
0.0078,0.0346,0.9576,6860722
0.0816,0.2744,0.644,6880285
0.0152,0.8776,0.1072,6878896
0.0064,0.0358,0.9578,6885470
0.0262,0.239,0.7348,7154404
0.0568,0.2778,0.6654,6938307
0.0702,0.1202,0.8096,6887203
0.0108,0.047,0.9422,6894102
0.0376,0.1126,0.8498,6833562
0.0168,0.0952,0.888,6936972
0.0138,0.0444,0.9418,6881740
0.0026,0.0358,0.9616,6863396
0.0166,0.0992,0.8842,7107311
0.396,0.2714,0.3326,6825634
0.0186,0.2028,0.7786,6862460
0.0032,0.0502,0.9466,6919424
0.2052,0.4172,0.3776,6857397
0.039,0.3616,0.5994,6870708
0.0012,0.0076,0.9912,6937131
0.2082,0.2824,0.5094,6871911
0.058,0.3486,0.5934,7129715
0.1508,0.3374,0.5118,6938934
0.0116,0.0984,0.89,6821169
0.0012,0.0116,0.9872,6888493
0.0344,0.1638,0.8018,6818619
0.235,0.2174,0.5476,6831269
0.0204,0.1218,0.8578,6848567
0.0568,0.8204,0.1228,6837213
0.0218,0.2146,0.7636,7146123
0.048,0.2028,0.7492,6852733
0.0178,0.0744,0.9078,6905329
0.0012,0.0282,0.9706,6882606
0.0036,0.027,0.9694,6855323
0.1316,0.247,0.6214,6852276
0.1488,0.4276,0.4236,6873781
0.0776,0.3612,0.5612,6867852
0.0946,0.2626,0.6428,6928341
0.3226,0.3588,0.3186,7213479
0.0292,0.0996,0.8712,6854681
0.0052,0.054,0.9408,6867131
0.103,0.344,0.553,6830656
0.0162,0.1714,0.8124,6901299
0.1564,0.3992,0.4444,6890367
0.0766,0.3476,0.5758,6927441
0.002,0.02,0.978,6822911
0.0236,0.1258,0.8506,6858123
0.0356,0.4046,0.5598,7156789
0.0016,0.0204,0.978,6931146
0.3258,0.1662,0.508,6887461
